id,imdb_id,overview
76703,tt0030642,"The battle of the sexes as drawing room social satire. Philippe, a middle-aged newspaper editor, has lived for six years with Paulette, a successful stage actress. He tells her friend Claudine, a realistic and enterprising reporter, that he's thinking of proposing. Into the mix steps Carl Erickson, a charming Hollywood matinée idol in Paris briefly. He meets Paulette, sees her act (his box seat compliments of Philippe), and sets out to seduce her. The next two days bring talk, tears, separation, despair, surprises, and, perhaps, reconciliation as characters speak ""exactly half the truth."" It's a quadrille of changing partners.—<jhailey@hotmail.com>"
262988,tt1507408,"Samuel Fuller discusses his career as a filmmaker, illustrated by plenty of clips."
156180,tt2104852,A mix of documentary and fiction in which actors and actresses interpret the testimony of real people.
62012,tt0162555,"A private investigator (nicknamed Octopus after his long arms) travels to the small town of Angernaud with his bisexual girlfriend to collect the money he spent for the reconstruction of his family grave after it was vandalized by a group of young people. He seeks them out one by one but every time he finds the person dead. When he learns that a drunkard Scotsman, a local celebrity and an extreme right politician are involved in the mysterious deaths and all signs lead to a boat in the harbor, he calls in his sidekick Pedro for reinforcement.—Mar C"
328712,tt2406990,"In an astronomical observatory, images of the stars Vega and Altair are projected. A female voice tells the legend of two unlucky lovers who were condemned to live apart on opposite sides of the Milky Way. Once a year, however, on the seventh evening of the seventh moon, they can finally meet in the sky. Kenji is a sixty year-old Japanese journalist who has been living in Italy for many years. After having some medical tests done, he discovers that he is sick. Meanwhile, the editor of the newspaper where he works assigns him a story on Japan, where he hasn't been in the past thirty years. When he arrives in Tokyo, while visiting his elderly mother, Kenji remembers the sad story of Noriko, the woman he once loved, who waited in vain before her death for him to return. One night, in his hotel room, Noriko's ghost appears to him and the two remember the happy times they spent together. The next morning, Kenji leaves for Kyoto. His thoughts are increasingly distant from his work. In the inn where he is staying, he meets his sixteen year-old niece, Yuki and a friendship spontaneously arises between them. They decide to take a short drive. After a break along the shore of the lake, the two continue on towards the sea...—Emanuele Nespeca"
26152,tt1314240,"The cook at an international bank stumbles upon insider trading secrets. With his best friend, he starts turning his life around. But soon, the whole neighborhood is counting on him."
128637,tt0094644,"Carlos Quintas, the democratically-elected president of an unnamed South American country, has been deposed by a military coup. He is in London, the head of a government in exile, rallying international support. He is also a poet of talent and reputation, in love with Kate, his assistant, who has a secret of her own and keeps Carlos at a distance. The generals have a team of professionals in London bent on kidnap and assassination. Hovering around Carlos are two Russians, who may be KGB, an American book publisher, who may be CIA, an elusive Brit, probably from her majesty's secret service, and his own few supporters. Is Carlos doomed? Whom can he trust?—<jhailey@hotmail.com>"
64362,tt0246278,"Attracted but also frightened by her sexuality, a teenage girl undergoes a brief therapy with a warm, humorous and competent psychotherapist."
177522,tt0113662,The 21st-century tale centers on taciturn detective Lipton Cockton as he looks into a series of murders involving exploding victims.
72678,tt1570594,Henry is a cynical man who owns a musical instruments store and plays in a rock band;he tries to swindle his pal's mom and to institutionalize his sister .
57307,tt0374764,A small crook manages to crash at a musician's apartment and turns his life upside down.
128644,tt0107519,"Mace Moutron, The Sandman, is released from prison to take part in a project where convicts assist the police in their job. Mace isn't used to playing by the rules, and he's frustrated with the corruption and impotence of the police. When he takes action against a local drug lord, the conflict becomes personal.—Lars Skogan"
76686,tt1667130,A documentary on Iran's 2010 Green Revolution.
334317,tt0242424,"2050. A pregnant woman is comfortably installed at the delivery machine, but her baby comes out earlier than the doctors anticipated."
81225,tt2125427,This documentary about Europe at night makes you reflect on service processes and infrastructures that never sleep.
134806,tt0117476,"Jim Lassiter roams from town to town in search for the man who drove his sister to suicide. While riding toward a mountain pass, he sees an heiress, Jane Withersteen, being harassed by thugs and steps in to help. A religious sect wants Jane to marry their leader, Deacon Tull, so they can gain ownership of her land. When he steps in to help, Lassister slowly begins to believe that a member of this sect is the man he is looking for.—Ronos"
62130,tt1459858,"On June 30th, 1908, 7:14 am, the largest explosion recorded in human history reverberated throughout our planet, two thousand times the force of the Hiroshima nuclear bomb. To this day, internationally renowned scientists still argue the causes of the Tunguska catastrophe. This film discusses the latest scientific insights and identifies the reasons why Tunguska has evolved into a phenomenon."
131822,tt2316787,"Finnish documentary about Finnish soccer player Jari Litmanen and his long football playing career. Jari tells openly about being an international sport icon, the European football teams he played for, like AFC Ajax, Liverpool FC and FC Barcelona, as well as his private life and the sacrifices he made due to a lot of injuries. Also a lot of well-known football colleagues comment on their time playing with Jari Litmanen: Puyol, Xavi, Bergkamp, Blind, Frank de Boer, Ibrahimovic, Gerrard, Van der Sar, a.o., as well as former coaches: Van Gaal, Houllier, a.o.—bernardo-van-olst"
